id;nom;description
1449;count;count
1450;count;count
1451;count;count
1452;count;count
1453;count;count
1454;count;count
1455;count;count
1456;count;count
1457;count;count
1458;count;count
1459;count;count
1460;count;count
1461;count;count
1462;count;count
1463;count;count
1464;count;count
1465;count;count
1466;count;count
1467;count;count
1468;count;count
1469;count;count
1470;count;count
1471;count;count
1472;count;count
1473;count;count
1474;count;count
1475;count;count
1476;count;count
1477;count;count
1478;count;count
1479;count;count
1480;count;count
1481;count;count
1482;count;count
1483;count;count
1484;count;count
1485;count;count
1486;count;count
1487;count;count
1488;count;count
1489;count;count
1490;count;count
1491;count;count
1492;count;count
1493;count;count
1494;count;count
1495;count;count
1496;count;count
1497;count;count
1498;count;count
1499;count;count
1500;count;count
1501;count;count
1502;count;count
1503;count;count
1504;count;count
1505;count;count
1506;count;count
1507;count;count
1508;count;count
1509;count;count
1510;count;count
1511;count;count
1512;count;count
1513;count;count
1514;count;count
1515;count;count
1516;count;count
1517;count;count
1518;count;count
1519;count;count
1520;count;count
1521;count;count
1522;count;count
1523;count;count
1524;count;count
1525;count;count
1526;count;count
1527;count;count
1528;count;count
1529;count;count
1530;count;count
1531;count;count
1532;count;count
1533;count;count
1534;count;count
1535;count;count
1536;count;count
1537;count;count
1538;count;count
1539;count;count
1540;count;count
1541;count;count
1542;count;count
1543;count;count
1544;count;count
1545;count;count
1546;count;count
1547;count;count
1548;count;count
1549;count;count
1550;count;count
1551;count;count
1552;count;count
1553;count;count
1554;count;count
1555;count;count
1556;count;count
1557;count;count
1558;count;count
1559;count;count
1560;count;count
1561;count;count
1562;count;count
1563;count;count
1564;count;count
1565;count;count
1566;count;count
1567;count;count
1568;count;count
1569;count;count
1570;count;count
1571;count;count
1572;count;count
1573;count;count
1574;count;count
1575;count;count
1576;count;count
1577;count;count
1578;count;count
1579;count;count
1580;count;count
1581;count;count
1582;count;count
1583;count;count
1584;count;count
1585;count;count
1586;count;count
1587;count;count
1588;count;count
1589;count;count
1590;count;count
1591;count;count
1592;count;count
1593;count;count
1594;count;count
1595;count;count
1596;count;count
1597;count;count
1598;count;count
1599;count;count
1600;count;count
1601;count;count
1602;count;count
1603;count;count
1604;count;count
1605;count;count
1606;count;count
1607;count;count
1608;count;count
1609;count;count
1610;count;count
1611;count;count
1612;count;count
1613;count;count
1614;count;count
1615;count;count
1616;count;count
1617;count;count
1618;count;count
1619;count;count
1620;count;count
1621;count;count
1622;count;count
1623;count;count
1624;count;count
1625;count;count
1626;count;count
1627;count;count
1628;count;count
1629;count;count
1630;count;count
1631;count;count
1632;count;count
1633;count;count
1634;count;count
1635;count;count
1636;count;count
1637;count;count
1638;count;count
1639;count;count
1640;count;count
1641;count;count
1642;count;count
1643;count;count
1644;count;count
1645;count;count
1646;count;count
1647;count;count
1648;count;count
1649;count;count
1650;count;count
1651;count;count
1652;count;count
1653;count;count
1654;count;count
1655;count;count
1656;count;count
1657;count;count
1658;count;count
1659;count;count
1660;count;count
1661;count;count
1662;count;count
1663;count;count
1664;count;count
1665;count;count
1666;count;count
1667;count;count
1668;count;count
1669;count;count
1670;count;count
1671;count;count
1672;count;count
1673;count;count
1674;count;count
1675;count;count
1676;count;count
1677;count;count
1678;count;count
1679;count;count
1680;count;count
1681;count;count
1682;count;count
1683;count;count
1684;count;count
1685;count;count
1686;count;count
1687;count;count
1688;count;count
1689;count;count
1690;count;count
1691;count;count
1692;count;count
1693;count;count
1694;count;count
1695;count;count
1696;count;count
1697;count;count
1698;count;count
1699;count;count
1700;count;count
1701;count;count
1702;count;count
1703;count;count
1704;count;count
1705;count;count
1706;count;count
1707;count;count
1708;count;count
1709;count;count
1710;count;count
1711;count;count
1712;count;count
1713;count;count
1714;count;count
1715;count;count
1716;count;count
1717;count;count
1718;count;count
1719;count;count
1720;count;count
1721;count;count
1722;count;count
1723;count;count
1724;count;count
1725;count;count
1726;count;count
1727;count;count
1728;count;count
1729;count;count
1730;count;count
1731;count;count
1732;count;count
1733;count;count
1734;count;count
1735;count;count
1736;count;count
1737;count;count
1738;count;count
1739;count;count
1740;count;count
1741;count;count
1742;count;count
1743;count;count
1744;count;count
1745;count;count
1746;count;count
1747;count;count
1748;count;count
1749;count;count
1750;count;count
1751;count;count
1752;count;count
1753;count;count
1754;count;count
1755;count;count
1756;count;count
1757;count;count
1758;count;count
1759;count;count
1760;count;count
1761;count;count
1762;count;count
1763;count;count
1764;count;count
1765;count;count
1766;count;count
1767;count;count
1768;count;count
1769;count;count
1770;count;count
1771;count;count
1772;count;count
1773;count;count
1774;count;count
1775;count;count
1776;count;count
1777;count;count
1778;count;count
1779;count;count
1780;count;count
1781;count;count
1782;count;count
1783;count;count
1784;count;count
1785;count;count
1786;count;count
1787;count;count
1788;count;count
1789;count;count
1790;count;count
1791;count;count
1792;count;count
1793;count;count
1794;count;count
1795;count;count
1796;count;count
1797;count;count
1798;count;count
1799;count;count
1800;count;count
1801;count;count
1802;count;count
1803;count;count
1804;count;count
1805;count;count
1806;count;count
1807;count;count
1808;count;count
1809;count;count
1810;count;count
1811;count;count
1812;count;count
1813;count;count
1814;count;count
1815;count;count
1816;count;count
1817;count;count
1818;count;count
1819;count;count
1820;count;count
1821;count;count
1822;count;count
1823;count;count
1824;count;count
1825;count;count
1826;count;count
1827;count;count
1828;count;count
1829;count;count
1830;count;count
1831;count;count
1832;count;count
1833;count;count
1834;count;count
1835;count;count
1836;count;count
1837;count;count
1838;count;count
1839;count;count
1840;count;count
1841;count;count
1842;count;count
1843;count;count
1844;count;count
1845;count;count
1846;count;count
1847;count;count
1848;count;count
1849;count;count
1850;count;count
1851;count;count
1852;count;count
1853;count;count
1854;count;count
1855;count;count
1856;count;count
1857;count;count
1858;count;count
1859;count;count
1860;count;count
1861;count;count
1862;count;count
1863;count;count
1864;count;count
1865;count;count
1866;count;count
1867;count;count
1868;count;count
1869;count;count
1870;count;count
1871;estimated_art_coverage_percent;estimated_art_coverage_percent
1872;estimated_art_coverage_percent;estimated_art_coverage_percent
1873;estimated_art_coverage_percent;estimated_art_coverage_percent
1874;estimated_art_coverage_percent;estimated_art_coverage_percent
1875;estimated_art_coverage_percent;estimated_art_coverage_percent
1876;estimated_art_coverage_percent;estimated_art_coverage_percent
1877;estimated_art_coverage_percent;estimated_art_coverage_percent
1878;estimated_art_coverage_percent;estimated_art_coverage_percent
1879;estimated_art_coverage_percent;estimated_art_coverage_percent
1880;estimated_art_coverage_percent;estimated_art_coverage_percent
1881;estimated_art_coverage_percent;estimated_art_coverage_percent
1882;estimated_art_coverage_percent;estimated_art_coverage_percent
1883;estimated_art_coverage_percent;estimated_art_coverage_percent
1884;estimated_art_coverage_percent;estimated_art_coverage_percent
1885;estimated_art_coverage_percent;estimated_art_coverage_percent
1886;estimated_art_coverage_percent;estimated_art_coverage_percent
1887;estimated_art_coverage_percent;estimated_art_coverage_percent
1888;estimated_art_coverage_percent;estimated_art_coverage_percent
1889;estimated_art_coverage_percent;estimated_art_coverage_percent
1890;estimated_art_coverage_percent;estimated_art_coverage_percent
1891;estimated_art_coverage_percent;estimated_art_coverage_percent
1892;estimated_art_coverage_percent;estimated_art_coverage_percent
1893;estimated_art_coverage_percent;estimated_art_coverage_percent
1894;estimated_art_coverage_percent;estimated_art_coverage_percent
1895;estimated_art_coverage_percent;estimated_art_coverage_percent
1896;estimated_art_coverage_percent;estimated_art_coverage_percent
1897;estimated_art_coverage_percent;estimated_art_coverage_percent
1898;estimated_art_coverage_percent;estimated_art_coverage_percent
1899;estimated_art_coverage_percent;estimated_art_coverage_percent
1900;estimated_art_coverage_percent;estimated_art_coverage_percent
1901;estimated_art_coverage_percent;estimated_art_coverage_percent
1902;estimated_art_coverage_percent;estimated_art_coverage_percent
1903;estimated_art_coverage_percent;estimated_art_coverage_percent
1904;estimated_art_coverage_percent;estimated_art_coverage_percent
1905;estimated_art_coverage_percent;estimated_art_coverage_percent
1906;estimated_art_coverage_percent;estimated_art_coverage_percent
1907;estimated_art_coverage_percent;estimated_art_coverage_percent
1908;estimated_art_coverage_percent;estimated_art_coverage_percent
1909;estimated_art_coverage_percent;estimated_art_coverage_percent
1910;estimated_art_coverage_percent;estimated_art_coverage_percent
1911;estimated_art_coverage_percent;estimated_art_coverage_percent
1912;estimated_art_coverage_percent;estimated_art_coverage_percent
1913;estimated_art_coverage_percent;estimated_art_coverage_percent
1914;estimated_art_coverage_percent;estimated_art_coverage_percent
1915;estimated_art_coverage_percent;estimated_art_coverage_percent
1916;estimated_art_coverage_percent;estimated_art_coverage_percent
1917;estimated_art_coverage_percent;estimated_art_coverage_percent
1918;estimated_art_coverage_percent;estimated_art_coverage_percent
1919;estimated_art_coverage_percent;estimated_art_coverage_percent
1920;estimated_art_coverage_percent;estimated_art_coverage_percent
1921;estimated_art_coverage_percent;estimated_art_coverage_percent
1922;estimated_art_coverage_percent;estimated_art_coverage_percent
1923;estimated_art_coverage_percent;estimated_art_coverage_percent
1924;estimated_art_coverage_percent;estimated_art_coverage_percent
1925;estimated_art_coverage_percent;estimated_art_coverage_percent
1926;estimated_art_coverage_percent;estimated_art_coverage_percent
1927;estimated_art_coverage_percent;estimated_art_coverage_percent
1928;estimated_art_coverage_percent;estimated_art_coverage_percent
1929;estimated_art_coverage_percent;estimated_art_coverage_percent
1930;estimated_art_coverage_percent;estimated_art_coverage_percent
1931;estimated_art_coverage_percent;estimated_art_coverage_percent
1932;estimated_art_coverage_percent;estimated_art_coverage_percent
1933;estimated_art_coverage_percent;estimated_art_coverage_percent
1934;estimated_art_coverage_percent;estimated_art_coverage_percent
1935;estimated_art_coverage_percent;estimated_art_coverage_percent
